I	O	O	O	O	
.	O	O	O	O	

L	O	O	O	O	
'	O	O	O	O	
OFFENSIVA	O	O	O	O	
DELL	O	O	O	O	
'	O	O	O	O	
AMORE	O	O	O	O	
La	O	O	O	O	
sera	O	O	O	O	
del	O	O	O	O	
primo	O	O	O	O	
giugno	O	O	O	O	
1918	O	O	O	O	
nella	O	O	O	O	
baracca	O	B-FAC	O	O	
dei	O	I-FAC	O	O	
bombardieri	B-PER	I-FAC	O	O	
piantata	O	O	O	O	
spavaldamente	O	O	O	O	
a	O	O	O	O	
sghimbescio	O	O	O	O	
sopra	O	O	O	O	
una	O	B-LOC	O	O	
cresta	O	I-LOC	O	O	
montana	O	I-LOC	O	O	
di	O	I-LOC	O	O	
Val	B-LOC	I-LOC	O	O	
d	I-LOC	I-LOC	O	O	
'	I-LOC	I-LOC	O	O	
Astico	I-LOC	I-LOC	O	O	
,	O	O	O	O	
si	O	O	O	O	
mangiava	O	O	O	O	
e	O	O	O	O	
beveva	O	O	O	O	
allegramente	O	O	O	O	
.	O	O	O	O	

Le	O	O	O	O	
lunghe	O	O	O	O	
lunghe	O	O	O	O	
forchette	O	O	O	O	
rosse	O	O	O	O	
del	O	O	O	O	
tramonto	O	O	O	O	
s	O	O	O	O	
'	O	O	O	O	
intrecciavano	O	O	O	O	
con	O	O	O	O	
le	O	O	O	O	
nostre	O	O	O	O	
,	O	O	O	O	
arrotolando	O	O	O	O	
gli	O	O	O	O	
spaghetti	O	O	O	O	
sanguigni	O	O	O	O	
e	O	O	O	O	
fumanti	O	O	O	O	
.	O	O	O	O	

Una	B-PER	O	O	O	
ventina	I-PER	O	O	O	
di	I-PER	O	O	O	
ufficiali	I-PER	O	O	O	
,	I-PER	O	O	O	
tenenti	I-PER	O	O	O	
,	I-PER	O	O	O	
capitani	I-PER	O	O	O	
,	O	O	O	O	
colonnello	B-PER	O	O	O	
Squilloni	I-PER	O	O	O	
giocondo	O	O	O	O	
e	O	O	O	O	
pettoruto	O	O	O	O	
a	O	O	O	O	
capo	O	O	O	O	
-	O	O	O	O	
tavola	O	O	O	O	
.	O	O	O	O	

Fame	O	O	O	O	
da	O	O	O	O	
bombardieri	B-PER	O	O	O	
dopo	O	O	O	O	
una	O	O	O	O	
giornata	O	O	O	O	
di	O	O	O	O	
lavoro	O	O	O	O	
duro	O	O	O	O	
.	O	O	O	O	

Silenzio	O	O	O	O	
religioso	O	O	O	O	
di	O	O	O	O	
bocche	O	O	O	O	
che	O	O	O	O	
masticano	O	O	O	O	
preghiere	O	O	O	O	
succolente	O	O	O	O	
.	O	O	O	O	

Teste	O	O	O	O	
chine	O	O	O	O	
sui	O	O	O	O	
piatti	O	O	O	O	
.	O	O	O	O	

Ma	O	O	O	O	
i	B-PER	O	O	O	
più	I-PER	O	O	O	
giovani	I-PER	O	O	O	
non	O	O	O	O	
