I	O	O	O	O	
.	O	O	O	O	

La	O	O	O	O	
contessa	B-PER	O	O	O	
Ginevra	I-PER	O	O	O	
volse	O	O	O	O	
la	O	O	O	O	
testa	O	O	O	O	
con	O	O	O	O	
un	O	O	O	O	
sorriso	O	O	O	O	
,	O	O	O	O	
tendendo	O	O	O	O	
al	O	O	O	O	
vecchio	B-PER	O	O	O	
medico	I-PER	O	O	O	
la	O	O	O	O	
bella	O	O	O	O	
mano	O	O	O	O	
bianca	O	O	O	O	
,	O	O	O	O	
sulla	O	O	O	O	
quale	O	O	O	O	
non	O	O	O	O	
brillava	O	O	O	O	
che	O	O	O	O	
il	O	O	O	O	
sottile	O	O	O	O	
anello	O	O	O	O	
matrimoniale	O	O	O	O	
.	O	O	O	O	

--	O	O	O	O	
Perchè	O	O	O	O	
così	O	O	O	O	
tardi	O	O	O	O	
stasera	O	O	O	O	
?	O	O	O	O	

--	O	O	O	O	
Esco	O	O	O	O	
ora	O	O	O	O	
dalla	O	O	O	O	
casa	O	B-FAC	O	O	
del	O	I-FAC	O	O	
marchese	B-PER	I-FAC	O	O	
Roderigi	I-PER	I-FAC	O	O	
:	O	O	O	O	
sta	O	O	O	O	
un	O	O	O	O	
po	O	O	O	O	
'	O	O	O	O	
meglio	O	O	O	O	
,	O	O	O	O	
il	O	O	O	O	
caso	O	O	O	O	
è	O	O	O	O	
nullameno	O	O	O	O	
disperato	O	O	O	O	
.	O	O	O	O	

Qualcuno	B-PER	O	O	O	
degli	I-PER	O	O	O	
invitati	I-PER	O	O	O	
scambiò	O	O	O	O	
un	O	O	O	O	
'	O	O	O	O	
occhiata	O	O	O	O	
malinconica	O	O	O	O	
alla	O	O	O	O	
triste	O	O	O	O	
notizia	O	O	O	O	
,	O	O	O	O	
ma	O	O	O	O	
la	O	O	O	O	
conversazione	O	O	O	O	
rimase	O	O	O	O	
impacciata	O	O	O	O	
come	O	O	O	O	
prima	O	O	O	O	
.	O	O	O	O	

Il	O	O	O	O	
dottor	B-PER	O	O	O	
Ambrosi	I-PER	O	O	O	
si	O	O	O	O	
era	O	O	O	O	
seduto	O	O	O	O	
sopra	O	O	O	O	
una	O	O	O	O	
lunga	O	O	O	O	
poltrona	O	O	O	O	
in	O	O	O	O	
felpa	O	O	O	O	
gialla	O	O	O	O	
,	O	O	O	O	
presso	O	O	O	O	
la	O	O	O	O	
contessa	B-PER	O	O	O	
Ginevra	I-PER	O	O	O	
,	O	O	O	O	
abbandonando	O	O	O	O	
la	O	O	O	O	
testa	O	O	O	O	
sulla	O	O	O	O	
spalliera	O	O	O	O	
colla	O	O	O	O	
famigliarità	O	O	O	O	
di	O	O	O	O	
un	B-PER	O	O	O	
amico	I-PER	O	O	O	
,	O	O	O	O	
pel	O	O	O	O	
quale	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
etichetta	O	O	O	O	
