I	O	O	O	O	
.	O	O	O	O	

Senza	O	O	O	O	
fiori	O	O	O	O	
nascosti	O	O	O	O	
nella	O	O	O	O	
sottoveste	O	O	O	O	
,	O	O	O	O	
ma	O	O	O	O	
con	O	O	O	O	
un	O	O	O	O	
volumetto	O	O	O	O	
tra	O	O	O	O	
mani	O	O	O	O	
e	O	O	O	O	
liberamente	O	O	O	O	
in	O	O	O	O	
mostra	O	O	O	O	
per	O	O	O	O	
ogni	O	O	O	O	
genìa	O	O	O	O	
di	O	O	O	O	
curiosi	O	O	O	O	
,	O	O	O	O	
Aldo	B-PER	O	O	O	
De	I-PER	O	O	O	
Rossi	I-PER	O	O	O	
era	O	O	O	O	
andato	O	O	O	O	
,	O	O	O	O	
verso	O	O	O	O	
le	O	O	O	O	
tre	O	O	O	O	
del	O	O	O	O	
pomeriggio	O	O	O	O	
,	O	O	O	O	
a	O	O	O	O	
far	O	O	O	O	
visita	O	O	O	O	
alla	O	O	O	O	
signora	B-PER	O	O	O	
.	O	O	O	O	

Non	O	O	O	O	
istate	O	O	O	O	
a	O	O	O	O	
credere	O	O	O	O	
che	O	O	O	O	
io	O	O	O	O	
voglia	O	O	O	O	
entrare	O	O	O	O	
così	O	O	O	O	
leggermente	O	O	O	O	
in	O	O	O	O	
materia	O	O	O	O	
,	O	O	O	O	
defraudandovi	O	O	O	O	
del	O	O	O	O	
nome	O	O	O	O	
di	O	O	O	O	
lei	O	O	O	O	
.	O	O	O	O	

Non	O	O	O	O	
mi	O	O	O	O	
avviene	O	O	O	O	
sempre	O	O	O	O	
di	O	O	O	O	
sapere	O	O	O	O	
quel	O	O	O	O	
che	O	O	O	O	
si	O	O	O	O	
deve	O	O	O	O	
a	O	O	O	O	
Cesare	B-PER	O	O	O	
;	O	O	O	O	
ma	O	O	O	O	
ho	O	O	O	O	
sempre	O	O	O	O	
saputo	O	O	O	O	
quel	O	O	O	O	
che	O	O	O	O	
si	O	O	O	O	
deve	O	O	O	O	
ai	O	O	O	O	
lettori	B-PER	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
sopra	O	O	O	O	
tutto	O	O	O	O	
alle	O	O	O	O	
lettrici	B-PER	O	O	O	
.	O	O	O	O	

Vi	O	O	O	O	
dirò	O	O	O	O	
dunque	O	O	O	O	
che	O	O	O	O	
la	B-PER	O	O	O	
signora	I-PER	O	O	O	
si	O	O	O	O	
chiamava	O	O	O	O	
Elena	B-PER	O	O	O	
Vezzosi	I-PER	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
meritava	O	O	O	O	
così	O	O	O	O	
il	O	O	O	O	
suo	O	O	O	O	
nome	O	O	O	O	
di	O	O	O	O	
battesimo	O	O	O	O	
come	O	O	O	O	
quello	O	O	O	O	
della	O	O	O	O	
famiglia	B-PER	O	O	O	
in	O	O	O	O	
cui	O	O	O	O	
era	O	O	O	O	
