I	O	O	O	O	
.	O	O	O	O	

Uomini	B-PER	O	O	O	
poi	O	O	O	O	
,	O	O	O	O	
a	O	O	O	O	
mal	O	O	O	O	
più	O	O	O	O	
ch	O	O	O	O	
'	O	O	O	O	
a	O	O	O	O	
bene	O	O	O	O	
usi	O	O	O	O	
,	O	O	O	O	
Fuor	O	O	O	O	
mi	O	O	O	O	
rapiron	O	O	O	O	
della	O	O	O	O	
dolce	O	O	O	O	
chiostra	O	O	O	O	
Dio	B-PER	O	O	O	
lo	O	O	O	O	
si	O	O	O	O	
sa	O	O	O	O	
,	O	O	O	O	
qual	O	O	O	O	
poi	O	O	O	O	
mia	O	O	O	O	
vita	O	O	O	O	
fusi	O	O	O	O	
.	O	O	O	O	

Ciò	O	O	O	O	
che	O	O	O	O	
io	O	O	O	O	
dico	O	O	O	O	
di	O	O	O	O	
me	O	O	O	O	
,	O	O	O	O	
di	O	O	O	O	
sè	O	O	O	O	
intende	O	O	O	O	
.	O	O	O	O	

Sorella	B-PER	O	O	O	
fu	O	O	O	O	
e	O	O	O	O	
così	O	O	O	O	
le	O	O	O	O	
fu	O	O	O	O	
tolta	O	O	O	O	
Di	O	O	O	O	
capo	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
ombra	O	O	O	O	
delle	O	O	O	O	
sacre	O	O	O	O	
bende	O	O	O	O	
.	O	O	O	O	

Ma	O	O	O	O	
poi	O	O	O	O	
che	O	O	O	O	
pur	O	O	O	O	
al	O	O	O	O	
mondo	B-LOC	O	O	O	
fu	O	O	O	O	
rivolta	O	O	O	O	
,	O	O	O	O	
Contra	O	O	O	O	
suo	O	O	O	O	
grado	O	O	O	O	
e	O	O	O	O	
contra	O	O	O	O	
buona	O	O	O	O	
usanza	O	O	O	O	
,	O	O	O	O	
Non	O	O	O	O	
fu	O	O	O	O	
dal	O	O	O	O	
vel	O	O	O	O	
del	O	O	O	O	
cor	O	O	O	O	
giammai	O	O	O	O	
disciolta	O	O	O	O	
.	O	O	O	O	

PARADISO	O	O	O	O	
,	O	O	O	O	
Canto	O	O	O	O	
III	O	O	O	O	
.	O	O	O	O	

Scoccarono	O	O	O	O	
le	O	O	O	O	
cinque	O	O	O	O	
.	O	O	O	O	

La	O	O	O	O	
pesante	O	O	O	O	
porta	O	O	O	O	
del	O	O	O	O	
coro	B-FAC	O	O	O	
,	O	O	O	O	
di	O	O	O	O	
antico	O	O	O	O	
oscuro	O	O	O	O	
legno	O	O	O	O	
scolpito	O	O	O	O	
,	O	O	O	O	
si	O	O	O	O	
schiuse	O	O	O	O	
,	O	O	O	O	
stridendo	O	O	O	O	
,	O	O	O	O	
si	O	O	O	O	
spalancò	O	O	O	O	
,	O	O	O	O	
sospinta	O	O	O	O	
dalle	O	O	O	O	
magre	O	O	O	O	
e	O	O	O	O	
lunghe	O	O	O	O	
mani	O	O	O	O	
