CAPITOLO	O	O	O	O	
I	O	O	O	O	
.	O	O	O	O	

I	O	O	O	O	
TRE	O	O	O	O	
REGALI	O	O	O	O	
DEL	O	O	O	O	
SIGNOR	B-PER	O	O	O	
D	I-PER	O	O	O	
'	I-PER	O	O	O	
ARTAGNAN	I-PER	O	O	O	
PADRE	I-PER	O	O	O	
Il	O	O	O	O	
primo	O	O	O	O	
lunedì	O	O	O	O	
del	O	O	O	O	
mese	O	O	O	O	
d	O	O	O	O	
'	O	O	O	O	
aprile	O	O	O	O	
1625	O	O	O	O	
il	O	B-FAC	O	O	
borgo	O	I-FAC	O	O	
di	O	I-FAC	O	O	
Méung	B-GPE	I-FAC	O	O	
ove	O	O	O	O	
nacque	O	O	O	O	
l	B-PER	O	O	O	
'	I-PER	O	O	O	
autore	I-PER	O	O	O	
del	I-PER	O	O	O	
Romanzo	I-PER	O	O	O	
della	I-PER	O	O	O	
Rosa	I-PER	O	O	O	
,	O	O	O	O	
sembrava	O	O	O	O	
esser	O	O	O	O	
in	O	O	O	O	
una	O	O	O	O	
così	O	O	O	O	
completa	O	O	O	O	
rivoluzione	O	O	O	O	
,	O	O	O	O	
come	O	O	O	O	
se	O	O	O	O	
gli	B-PER	O	O	O	
ugonotti	I-PER	O	O	O	
vi	O	O	O	O	
fossero	O	O	O	O	
venuti	O	O	O	O	
a	O	O	O	O	
fare	O	O	O	O	
una	O	O	O	O	
seconda	O	O	O	O	
Rochelle	O	O	O	O	
.	O	O	O	O	

Molti	B-PER	O	O	O	
borghigiani	I-PER	O	O	O	
vedendo	O	O	O	O	
correre	O	O	O	O	
le	B-PER	O	O	O	
donne	I-PER	O	O	O	
lungo	O	O	O	O	
la	B-FAC	O	O	O	
strada	I-FAC	O	O	O	
maestra	I-FAC	O	O	O	
,	O	O	O	O	
sentendo	O	O	O	O	
i	B-PER	O	O	O	
fanciulli	I-PER	O	O	O	
gridare	O	O	O	O	
sul	O	O	O	O	
limitare	O	O	O	O	
delle	O	O	O	O	
porte	O	O	O	O	
,	O	O	O	O	
si	O	O	O	O	
sollecitavano	O	O	O	O	
ad	O	O	O	O	
indossare	O	O	O	O	
la	O	O	O	O	
corazza	O	O	O	O	
,	O	O	O	O	
equilibrando	O	O	O	O	
il	O	O	O	O	
loro	O	O	O	O	
portamento	O	O	O	O	
alquanto	O	O	O	O	
incerto	O	O	O	O	
col	O	O	O	O	
mezzo	O	O	O	O	
di	O	O	O	O	
un	O	O	O	O	
moschetto	O	O	O	O	
o	O	O	O	O	
di	O	O	O	O	
una	O	O	O	O	
partigiana	O	O	O	O	
,	O	O	O	O	
o	O	O	O	O	
dirigendosi	O	O	O	O	
verso	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
osteria	B-FAC	O	O	O	
del	I-FAC	O	O	O	
Franc	I-FAC	O	O	O	
-	I-FAC	O	O	O	
Meunier	I-FAC	O	O	O	
,	O	O	O	O	
davanti	O	O	O	O	
alla	O	O	O	O	
quale	O	O	O	O	
si	O	O	O	O	
affrettava	O	O	O	O	
ed	O	O	O	O	
ingrossava	O	O	O	O	
di	O	O	O	O	
minuto	O	O	O	O	
in	O	O	O	O	
minuto	O	O	O	O	
,	O	O	O	O	
un	B-PER	O	O	O	
gruppo	I-PER	O	O	O	
compatto	I-PER	O	O	O	
,	O	O	O	O	
rumoroso	O	O	O	O	
e	O	O	O	O	
pieno	O	O	O	O	
di	O	O	O	O	
curiosità	O	O	O	O	
.	O	O	O	O	

In	O	O	O	O	
quei	O	O	O	O	
tempi	O	O	O	O	
i	O	O	O	O	
timori	O	O	O	O	
panici	O	O	O	O	
erano	O	O	O	O	
frequenti	O	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
pochi	O	O	O	O	
erano	O	O	O	O	
quei	O	O	O	O	
giorni	O	O	O	O	
che	O	O	O	O	
passavansi	O	O	O	O	
senza	O	O	O	O	
che	O	O	O	O	
una	B-GPE	O	O	O	
città	I-GPE	O	O	O	
o	O	O	O	O	
l	O	O	O	O	
'	O	O	O	O	
altra	O	O	O	O	
non	O	O	O	O	
registrasse	O	O	O	O	
nei	O	O	O	O	
suoi	O	O	O	O	
archivj	O	O	O	O	
qualche	O	O	O	O	
avvenimento	O	O	O	O	
di	O	O	O	O	
questo	O	O	O	O	
genere	O	O	O	O	
.	O	O	O	O	

Vi	O	O	O	O	
erano	O	O	O	O	
i	B-PER	O	O	O	
signori	I-PER	O	O	O	
che	O	O	O	O	
guerreggiavano	O	O	O	O	
fra	O	O	O	O	
di	O	O	O	O	
loro	O	O	O	O	
;	O	O	O	O	
v	O	O	O	O	
'	O	O	O	O	
era	O	O	O	O	
il	B-PER	O	O	O	
re	I-PER	O	O	O	
che	O	O	O	O	
faceva	O	O	O	O	
la	O	O	O	O	
guerra	O	O	O	O	
al	O	O	O	O	
suo	B-PER	O	O	O	
ministro	I-PER	O	O	O	
;	O	O	O	O	
vi	O	O	O	O	
era	O	O	O	O	
la	O	O	O	O	
Spagna	B-GPE	O	O	O	
che	O	O	O	O	
faceva	O	O	O	O	
la	O	O	O	O	
guerra	O	O	O	O	
al	O	O	O	O	
re	B-PER	O	O	O	
.	O	O	O	O	

Quindi	O	O	O	O	
,	O	O	O	O	
oltre	O	O	O	O	
a	O	O	O	O	
queste	O	O	O	O	
guerre	O	O	O	O	
sorde	O	O	O	O	
o	O	O	O	O	
pubbliche	O	O	O	O	
,	O	O	O	O	
secrete	O	O	O	O	
o	O	O	O	O	
patenti	O	O	O	O	
vi	O	O	O	O	
erano	O	O	O	O	
ancora	O	O	O	O	
i	B-PER	O	O	O	
ladri	I-PER	O	O	O	
,	I-PER	O	O	O	
i	I-PER	O	O	O	
mendicanti	I-PER	O	O	O	
,	I-PER	O	O	O	
gli	I-PER	O	O	O	
ugonotti	I-PER	O	O	O	
,	O	O	O	O	
i	O	O	O	O	
lupi	O	O	O	O	
ed	O	O	O	O	
i	O	O	O	O	
lacchè	O	O	O	O	
che	O	O	O	O	
facevano	O	O	O	O	
la	O	O	O	O	
guerra	O	O	O	O	
a	O	O	O	O	
tutti	B-PER	O	O	O	
,	O	O	O	O	
spesso	O	O	O	O	
contro	O	O	O	O	
i	B-PER	O	O	O	
signori	I-PER	O	O	O	
e	I-PER	O	O	O	
gli	I-PER	O	O	O	
ugonotti	I-PER	O	O	O	
,	O	O	O	O	
qualche	O	O	O	O	
volta	O	O	O	O	
contro	O	O	O	O	
il	B-PER	O	O	O	
re	I-PER	O	O	O	
,	O	O	O	O	
ma	O	O	O	O	
mai	O	O	O	O	
contro	O	O	O	O	
il	B-PER	O	O	O	
ministro	I-PER	O	O	O	
e	O	O	O	O	
lo	B-PER	O	O	O	
spagnuolo	I-PER	O	O	O	
.	O	O	O	O	

Ne	O	O	O	O	
resultò	O	O	O	O	
dunque	O	O	O	O	
da	O	O	O	O	
questa	O	O	O	O	
presa	O	O	O	O	
abitudine	O	O	O	O	
,	O	O	O	O	
che	O	O	O	O	
nel	O	O	O	O	
suddetto	O	O	O	O	
lunedì	O	O	O	O	
del	O	O	O	O	
mese	O	O	O	O	
d	O	O	O	O	
'	O	O	O	O	
aprile	O	O	O	O	
1625	O	O	O	O	
,	O	O	O	O	
i	B-PER	O	O	O	
borghigiani	I-PER	O	O	O	
sentendo	O	O	O	O	
il	O	O	O	O	
rumore	O	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
non	O	O	O	O	
vedendo	O	O	O	O	
nè	O	O	O	O	
la	O	O	O	O	
banderuola	O	O	O	O	
gialla	O	O	O	O	
e	O	O	O	O	
rossa	O	O	O	O	
,	O	O	O	O	
nè	O	O	O	O	
la	O	O	O	O	
livrea	O	O	O	O	
del	O	O	O	O	
duca	B-PER	O	O	O	
di	I-PER	O	O	O	
Richelieu	I-PER	O	O	O	
si	O	O	O	O	
precipitarono	O	O	O	O	
dalla	O	O	O	O	
parte	O	O	O	O	
dell	O	O	O	O	
'	O	O	O	O	
albergo	B-FAC	O	O	O	
del	I-FAC	O	O	O	
Franc	I-FAC	O	O	O	
-	I-FAC	O	O	O	
Meunier	I-FAC	O	O	O	
.	O	O	O	O	

Là	O	O	O	O	
giunto	O	O	O	O	
,	O	O	O	O	
ciascuno	B-PER	O	O	O	
potè	O	O	O	O	
vedere	O	O	O	O	
e	O	O	O	O	
riconoscere	O	O	O	O	
la	O	O	O	O	
causa	O	O	O	O	
di	O	O	O	O	
questo	O	O	O	O	
rumore	O	O	O	O	
.	O	O	O	O	

Un	B-PER	O	O	O	
giovane	I-PER	O	O	O	
...	O	O	O	O	
tracciamo	O	O	O	O	
il	O	O	O	O	
suo	O	O	O	O	
ritratto	O	O	O	O	
con	O	O	O	O	
un	O	O	O	O	
colpo	O	O	O	O	
di	O	O	O	O	
penna	O	O	O	O	
:	O	O	O	O	
figuratevi	O	O	O	O	
Don	B-PER	O	O	O	
Chisciotte	I-PER	O	O	O	
di	O	O	O	O	
diciotto	O	O	O	O	
anni	O	O	O	O	
,	O	O	O	O	
Don	B-PER	O	O	O	
Chisciotte	I-PER	O	O	O	
senza	O	O	O	O	
giubba	O	O	O	O	
,	O	O	O	O	
senza	O	O	O	O	
usbergo	O	O	O	O	
e	O	O	O	O	
senza	O	O	O	O	
corazza	O	O	O	O	
;	O	O	O	O	
Don	B-PER	O	O	O	
Chisciotte	I-PER	O	O	O	
rivestito	O	O	O	O	
con	O	O	O	O	
un	O	O	O	O	
sajo	O	O	O	O	
di	O	O	O	O	
lana	O	O	O	O	
,	O	O	O	O	
il	O	O	O	O	
di	O	O	O	O	
cui	O	O	O	O	
colore	O	O	O	O	
blu	O	O	O	O	
si	O	O	O	O	
era	O	O	O	O	
trasformato	O	O	O	O	
in	O	O	O	O	
un	O	O	O	O	
miscuglio	O	O	O	O	
incomprensibile	O	O	O	O	
di	O	O	O	O	
fondo	O	O	O	O	
di	O	O	O	O	
vino	O	O	O	O	
e	O	O	O	O	
di	O	O	O	O	
azzurro	O	O	O	O	
celeste	O	O	O	O	
.	O	O	O	O	

Il	O	O	O	O	
viso	O	O	O	O	
