I	O	O	O	O	
.	O	O	O	O	

--	O	O	O	O	
Sta	O	O	O	O	
ferma	O	O	O	O	
,	O	O	O	O	
brutta	B-PER	O	O	O	
saetta	I-PER	O	O	O	
!	O	O	O	O	

strillò	O	O	O	O	
la	B-PER	O	O	O	
contessa	I-PER	O	O	O	
Orsolina	I-PER	O	O	O	
alzando	O	O	O	O	
con	O	O	O	O	
una	O	O	O	O	
mano	O	O	O	O	
,	O	O	O	O	
in	O	O	O	O	
aria	O	O	O	O	
di	O	O	O	O	
minaccia	O	O	O	O	
,	O	O	O	O	
un	O	O	O	O	
pettine	O	O	O	O	
d	O	O	O	O	
'	O	O	O	O	
osso	O	O	O	O	
giallo	O	O	O	O	
e	O	O	O	O	
sdentato	O	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
coll	O	O	O	O	
'	O	O	O	O	
altra	O	O	O	O	
dando	O	O	O	O	
una	O	O	O	O	
tirata	O	O	O	O	
rabbiosa	O	O	O	O	
alla	O	O	O	O	
grossa	O	O	O	O	
coda	O	O	O	O	
di	O	O	O	O	
capelli	O	O	O	O	
castagni	O	O	O	O	
della	O	O	O	O	
piccola	B-PER	O	O	O	
Agnese	I-PER	O	O	O	
.	O	O	O	O	

La	B-PER	O	O	O	
fanciulletta	I-PER	O	O	O	
in	O	O	O	O	
piedi	O	O	O	O	
,	O	O	O	O	
dritta	O	O	O	O	
dinanzi	O	O	O	O	
alla	O	O	O	O	
padrona	B-PER	O	O	O	
che	O	O	O	O	
la	O	O	O	O	
pettinava	O	O	O	O	
,	O	O	O	O	
non	O	O	O	O	
si	O	O	O	O	
era	O	O	O	O	
mossa	O	O	O	O	
fino	O	O	O	O	
allora	O	O	O	O	
,	O	O	O	O	
ma	O	O	O	O	
traballò	O	O	O	O	
per	O	O	O	O	
quella	O	O	O	O	
strappata	O	O	O	O	
forte	O	O	O	O	
,	O	O	O	O	
improvvisa	O	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
le	O	O	O	O	
si	O	O	O	O	
empirono	O	O	O	O	
di	O	O	O	O	
lacrime	O	O	O	O	
gli	O	O	O	O	
occhioni	O	O	O	O	
grandi	O	O	O	O	
,	O	O	O	O	
infossati	O	O	O	O	
nel	O	O	O	O	
visino	O	O	O	O	
smorto	O	O	O	O	
.	O	O	O	O	

Tuttavia	O	O	O	O	
rimase	O	O	O	O	
sbalordita	O	O	O	O	
,	O	O	O	O	
senza	O	O	O	O	
mettere	O	O	O	O	
un	O	O	O	O	
grido	O	O	O	O	
:	O	O	O	O	
era	O	O	O	O	
tanta	O	O	O	O	
la	O	O	O	O	
soggezione	O	O	O	O	
e	O	O	O	O	
la	O	O	O	O	
paura	O	O	O	O	
,	O	O	O	O	
che	O	O	O	O	
non	O	O	O	O	
osava	O	O	O	O	
fiatare	O	O	O	O	
.	O	O	O	O	

--	O	O	O	O	
