I	O	O	O	O	
.	O	O	O	O	

Dinanzi	O	O	O	O	
all	O	O	O	O	
'	O	O	O	O	
osteria	B-FAC	O	O	O	
di	I-FAC	O	O	O	
Muzio	I-FAC	O	O	O	
Scevola	I-FAC	O	O	O	
,	O	O	O	O	
in	O	O	O	O	
Trastevere	B-LOC	O	O	O	
,	O	O	O	O	
sventolavano	O	O	O	O	
un	O	O	O	O	
sabato	O	O	O	O	
sera	O	O	O	O	
le	O	O	O	O	
bandiere	O	O	O	O	
tricolori	O	O	O	O	
e	O	O	O	O	
quelle	O	O	O	O	
gialle	O	O	O	O	
a	O	O	O	O	
rosse	O	O	O	O	
del	O	O	O	O	
Comune	B-GPE	O	O	O	
di	I-GPE	O	O	O	
Roma	I-GPE	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
dalle	O	O	O	O	
finestre	O	O	O	O	
delle	O	O	O	O	
casupole	B-FAC	O	O	O	
vicine	I-FAC	O	O	O	
pendevano	O	O	O	O	
tralci	O	O	O	O	
di	O	O	O	O	
lauro	O	O	O	O	
,	O	O	O	O	
ai	O	O	O	O	
quali	O	O	O	O	
erano	O	O	O	O	
appesi	O	O	O	O	
i	O	O	O	O	
lampioncini	O	O	O	O	
di	O	O	O	O	
più	O	O	O	O	
colori	O	O	O	O	
,	O	O	O	O	
pronti	O	O	O	O	
per	O	O	O	O	
la	O	O	O	O	
illuminazione	O	O	O	O	
.	O	O	O	O	

Sopra	O	O	O	O	
la	O	O	O	O	
porta	O	O	O	O	
dell	O	O	O	O	
'	O	O	O	O	
osteria	B-FAC	O	O	O	
vi	O	O	O	O	
era	O	O	O	O	
il	O	O	O	O	
ritratto	O	O	O	O	
di	O	O	O	O	
Garibaldi	B-PER	O	O	O	
,	O	O	O	O	
circondato	O	O	O	O	
pure	O	O	O	O	
di	O	O	O	O	
lauro	O	O	O	O	
,	O	O	O	O	
e	O	O	O	O	
intorno	O	O	O	O	
a	O	O	O	O	
quello	O	O	O	O	
erano	O	O	O	O	
disposte	O	O	O	O	
le	O	O	O	O	
candele	O	O	O	O	
infilate	O	O	O	O	
nelle	O	O	O	O	
punte	O	O	O	O	
di	O	O	O	O	
ferro	O	O	O	O	
.	O	O	O	O	

Sulla	O	O	O	O	
piazzetta	O	B-LOC	O	O	
davanti	O	I-LOC	O	O	
all	O	I-LOC	O	O	
'	O	I-LOC	O	O	
osteria	B-FAC	I-LOC	O	O	
stavano	O	O	O	O	
molti	B-PER	O	O	O	
uomini	I-PER	O	O	O	
aggruppati	O	O	O	O	
a	O	O	O	O	
capannelli	O	O	O	O	
e	O	O	O	O	
discutevano	O	O	O	O	
vivamente	O	O	O	O	
;	O	O	O	O	
alcuni	B-PER	O	O	O	
appartenevano	O	O	O	O	
alla	O	O	O	O	
classe	B-PER	O	O	O	
dei	I-PER	O	O	O	
bottegai	I-PER	O	O	O	
